CUST_ID, BALANCE , BALANCE_FREQUENCY , PURCHASES , ONEOFF_PURCHASES , INSTALLMENTS_PURCHASES , CASH_ADVANCE , PURCHASES_FREQUENCY , ONEOFF_PURCHASES_FREQUENCY , PURCHASES_INSTALLMENTS_FREQUENCY , CASH_ADVANCE_FREQUENCY , CASH_ADVANCE_TRX , PURCHASES_TRX , CREDIT_LIMIT , PAYMENTS , MINIMUM_PAYMENTS ,PRC_FULL_PAYMENT,TENURE
C10206,"5,698.54",1,47.55,    ,47.55,"2,039.53",0.17,    ,0.17,0.75,14,2,"6,000.00","2,976.58","3,463.17",0,12
C10207,43.1,0.45,370,370,    ,    ,0.17,0.17,    ,    ,    ,2,"23,000.00","1,212.05",68.73,0,12
C10208,566.55,0.91,405.75,313.75,92,"1,044.65",0.5,0.17,0.42,0.33,6,12,"2,000.00","1,249.84",313.05,0,12
C10209,24.53,0.91,261.64,    ,261.64,    ,0.83,    ,0.83,    ,    ,10,"4,000.00",376.76,169.78,0.818182,12
C10211,"8,350.15",1,"1,989.28",842.8,"1,146.48",893.76,0.33,0.17,0.17,0.08,2,8,"14,000.00","4,720.90","2,557.04",0,12
C10212,"4,559.78",1,"10,848.50","8,208.00","2,640.50",    ,1,0.67,1,    ,    ,123,"7,500.00","9,423.72","2,925.28",0,12
C10213,2.68,0.09,43.39,    ,43.39,    ,0.08,    ,0.08,    ,    ,1,"4,000.00",130.11,29.7,0.090909,12
C10214,"1,570.68",1,645.32,645.32,    ,"1,665.33",0.17,0.17,    ,0.42,9,2,"1,800.00","2,591.39",808.22,0,12
C10215,"7,201.74",1,987.1,862.1,125,"5,468.62",0.33,0.33,0.08,0.25,16,9,"10,500.00","1,941.54","2,391.99",0,12
C10216,"6,467.89",1,"1,464.14",978.71,485.43,"3,947.87",0.83,0.58,0.67,0.42,10,23,"11,500.00","1,658.56","1,887.41",0,12
C10217,64.08,0.45,927,600,327,    ,0.25,0.08,0.17,    ,    ,4,"5,000.00","1,260.16",59.04,0.222222,12
C10218,"5,635.86",1,393.62,153.72,239.9,"5,933.47",0.92,0.92,0.17,0.75,24,15,"10,000.00","1,919.63","1,731.55",0,12
C10219,"3,670.51",1,965.5,876.13,89.37,    ,0.5,0.5,0.08,    ,    ,9,"7,500.00","1,034.93",941.5,0,12
C10220,"2,458.38",0.82,    ,    ,    ,102.28,    ,    ,    ,0.08,1,    ,"7,500.00","4,543.63",647.21,0,12
C10221,768,1,336.41,336.41,    ,    ,0.75,0.75,    ,    ,    ,9,"6,000.00",947.7,217.03,0,12
C10222,75.65,0.73,540,    ,540,    ,0.25,    ,0.17,    ,    ,3,"4,000.00",548.97,48.66,0,12
C10223,2.43,0.18,36,    ,36,    ,0.17,    ,0.08,    ,    ,2,"7,500.00",    ,,0,12
C10224,"1,121.73",1,878.52,103.1,775.42,197.65,1,0.17,0.92,0.08,1,39,"1,500.00",542.84,471.5,0,12
C10226,7.57,0.55,144.26,67.08,77.18,    ,0.33,0.08,0.17,    ,    ,7,"11,500.00",134.71,75.52,0.111111,12
C10227,"2,053.44",1,493.85,441.35,52.5,"1,738.33",0.5,0.33,0.25,0.83,16,10,"2,000.00","2,795.06","2,661.32",0,12
C10228,"2,422.31",1,"4,490.69","3,456.25","1,034.44",188.78,1,0.92,1,0.08,1,52,"8,500.00","5,763.67",582.59,0,12
C10229,"9,047.62",1,"11,188.62","6,099.16","5,089.46",    ,1,0.75,1,    ,    ,151,"10,000.00","11,994.42","8,517.26",0,12
C10230,"3,061.21",1,"1,829.20","1,792.70",36.5,    ,1,1,0.08,    ,    ,17,"7,000.00",971.23,985.95,0,12
C10231,41.64,0.86,75.99,75.99,    ,    ,0.14,0.14,    ,    ,    ,1,"2,700.00",69.16,99.4,0,7
C10232,"5,431.62",1,"1,824.16","1,598.56",225.6,    ,1,0.92,0.75,    ,    ,23,"14,500.00","1,508.02","1,370.52",0,12
C10233,"6,571.48",1,"9,325.22","9,325.22",    ,    ,0.33,0.33,    ,    ,    ,5,"8,500.00","11,036.73","1,824.68",0,12
C10234,28.46,1,100,100,    ,    ,0.08,0.08,    ,    ,    ,1,"4,000.00",125.77,104.86,0,12
C10235,"4,178.63",1,"1,431.89",430.69,"1,001.20",    ,1,0.42,0.83,    ,    ,39,"4,000.00","2,384.54","3,868.71",0,12
C10236,"3,019.02",1,"2,260.41","1,356.33",904.08,    ,0.83,0.42,0.75,    ,    ,25,"8,500.00","2,187.93",739.22,0,12
C10237,1.05,0.33,    ,    ,    ,466.64,    ,    ,    ,0.11,1,    ,"1,200.00","1,068.58",25.54,0.5,9
C10238,"2,723.37",0.91,"10,410.49","1,158.84","9,251.65",    ,0.75,0.67,0.58,    ,    ,41,"19,500.00","9,695.65",726.7,0.363636,12
C10239,"1,071.00",1,990.7,482,508.7,    ,0.75,0.25,0.58,    ,    ,13,"1,400.00",505.32,438.32,0,12
C10240,279.61,1,"3,034.92",    ,"3,034.92",    ,1,    ,1,    ,    ,12,"2,900.00","2,928.91","2,733.32",0.083333,12
C10241,"1,255.90",1,"1,038.81","1,038.81",    ,"1,092.63",0.92,0.92,    ,0.08,1,21,"5,700.00","1,215.45",422.33,0,12
C10242,"2,229.86",1,45.65,45.65,    ,    ,0.08,0.08,    ,    ,    ,1,"2,500.00",542.75,628.21,0,12
C10243,"2,363.49",1,"2,641.98","1,386.30","1,255.68",263.88,0.83,0.67,0.75,0.08,1,41,"3,000.00","1,839.93","1,075.46",0,12
C10244,"4,014.39",1,"1,189.52","1,189.52",    ,    ,1,1,    ,    ,    ,12,"8,000.00",    ,,0,12
C10245,"7,623.22",1,300,    ,300,"2,800.73",0.5,    ,0.42,0.25,3,6,"12,000.00","1,975.97","1,774.58",0,12
C10246,"3,421.57",1,126.69,42.88,83.81,154.34,0.33,0.08,0.25,0.08,1,5,"10,500.00","2,515.44",975.5,0,12
C10247,48.9,0.55,247.09,    ,247.09,182.36,0.5,    ,0.42,0.17,3,7,"5,500.00",409.59,69.92,0,12
C10248,"1,874.72",1,301.1,83,218.1,    ,0.58,0.17,0.33,    ,    ,10,"1,950.00",586.97,"1,089.04",0,12
C10249,"3,215.51",0.82,"1,112.20","1,112.20",    ,"7,616.06",0.25,0.25,    ,0.25,4,4,"7,200.00",    ,,0,12
C10250,237.24,0.64,"2,410.07","1,670.50",739.57,    ,0.5,0.08,0.33,    ,    ,15,"4,000.00","3,773.73",169.88,1,12
C10251,"1,272.93",1,"5,350.19","4,783.34",566.85,    ,1,1,0.92,    ,    ,101,"8,000.00","5,825.60",318.31,0.166667,12
C10252,558.48,1,630.03,630.03,    ,    ,0.09,0.09,    ,    ,    ,1,"5,500.00",426.09,213.37,0,11
C10253,"2,814.21",1,"3,197.24","2,080.02","1,117.22",    ,1,0.67,1,    ,    ,49,"3,000.00","3,574.48","1,328.90",0,12
C10254,8.06,0.36,133,    ,133,    ,0.25,    ,0.17,    ,    ,3,"3,000.00",130.61,41.44,0.181818,12
C10255,435.86,1,"1,646.16","1,023.42",622.74,    ,1,0.58,0.75,    ,    ,33,"12,000.00","1,055.84",236.62,0,12
C10256,6.39,1,79.66,    ,79.66,    ,1,    ,1,    ,    ,12,"1,500.00",75.9,75.97,0,12
C10257,"9,612.22",1,319.92,    ,319.92,"13,439.57",1,    ,1,0.42,12,12,"12,000.00","10,993.89","2,501.56",0,12
C10258,"7,938.56",1,"3,677.52","3,543.73",133.79,    ,1,1,0.5,    ,    ,98,"12,500.00","2,657.86","1,912.30",0,12
C10259,"2,344.48",1,"1,041.63","1,041.63",    ,"4,003.97",0.25,0.25,    ,0.33,6,14,"4,000.00","3,033.67",716.7,0,12
C10260,996.48,1,675.96,    ,675.96,    ,1,    ,1,    ,    ,12,"1,000.00","1,851.60","1,382.29",0.083333,12
C10261,19.51,1,193.14,    ,193.14,    ,0.42,    ,0.42,    ,    ,5,"2,000.00",220.46,71.97,0.25,12
C10262,185.64,1,"1,703.23","1,703.23",    ,    ,1,1,    ,    ,    ,13,"11,500.00","1,449.04",183.3,1,12
C10263,"5,335.30",1,    ,    ,    ,468.96,    ,    ,    ,0.17,2,    ,"6,000.00","1,350.32","1,249.94",0,12
C10265,22.19,0.36,234.16,    ,234.16,    ,0.36,    ,0.27,    ,    ,4,"1,500.00",479.91,149.98,0.5,11
C10266,5.87,0.82,29.68,29.68,    ,    ,0.08,0.08,    ,    ,    ,1,"10,000.00",76.94,75.6,0,12
C10267,"1,049.50",1,"1,322.67","1,096.71",225.96,774.26,0.83,0.75,0.42,0.25,6,28,"11,000.00",802.39,229.66,0,12
C10269,"5,570.19",1,"1,607.88",    ,"1,607.88",    ,1,    ,1,    ,    ,84,"13,500.00","1,583.41","2,216.64",0,12
C10270,"1,668.59",1,    ,    ,    ,"1,716.94",    ,    ,    ,0.17,5,    ,"1,800.00","2,166.98",568.06,0.083333,12
C10271,"2,224.59",0.82,"3,183.00","3,183.00",    ,    ,0.17,0.17,    ,    ,    ,2,"9,000.00","3,823.35",629.08,0,12
C10272,"2,903.78",1,"3,014.23","1,340.34","1,673.89",103.61,1,0.83,1,0.08,1,93,"4,500.00","1,350.37",655.63,0,12
C10273,"2,041.48",1,"7,323.38","4,944.88","2,378.50",191.33,1,0.83,0.75,0.08,1,81,"3,000.00","3,792.10","1,737.89",0.083333,12
C10274,"7,755.70",1,"8,533.54","4,072.76","4,460.78","7,540.31",1,0.5,0.83,0.5,12,72,"10,000.00","4,758.21","7,256.95",0,6
C10275,614.26,0.73,408.93,74.8,334.13,    ,0.5,0.08,0.5,    ,    ,10,"9,000.00","2,161.15",312.34,0,12
C10276,"8,097.33",1,"3,999.92",200,"3,799.92",    ,1,0.08,1,    ,    ,14,"7,500.00","5,624.07","9,952.67",0,12
C10277,"1,082.33",1,"2,980.46",657.78,"2,322.68",    ,1,0.5,1,    ,    ,50,"6,000.00","1,116.97",289.44,0,12
C10278,"2,734.66",1,560.73,560.73,    ,    ,0.92,0.92,    ,    ,    ,11,"7,500.00",717.8,670.05,0,12
C10279,80.71,1,569.9,569.9,    ,    ,0.17,0.17,    ,    ,    ,3,"9,500.00",634,92.01,0.083333,12
C10280,"2,554.53",1,"6,186.77","6,099.08",87.69,"1,898.69",0.92,0.75,0.25,0.08,1,38,"10,950.00","11,198.93",608.37,0.083333,12
C10281,535.95,1,"4,550.81","3,016.98","1,533.83",438.47,1,0.92,1,0.08,1,99,"8,500.00","4,317.19",208.73,0.916667,12
C10282,"3,905.37",1,150.8,150.8,    ,"1,659.20",0.17,0.17,    ,0.42,5,2,"7,500.00",990.52,989.78,0,12
C10283,156.28,1,"1,385.10","1,005.10",380,    ,1,0.5,0.75,    ,    ,21,"14,000.00","1,280.47",193.37,0.833333,12
C10284,"5,131.32",1,"32,539.78","26,547.43","5,992.35",    ,1,1,1,    ,    ,98,"11,500.00","26,652.34","1,971.13",0.083333,12
C10285,"5,265.76",1,410.24,44.71,365.53,"15,452.98",0.92,0.08,0.92,0.33,13,21,"16,500.00","12,005.31","1,055.55",0.083333,12
C10286,2.56,0.18,47.95,47.95,    ,    ,0.08,0.08,    ,    ,    ,1,"1,500.00",294.51,86.25,0,12
C10287,"1,873.08",1,126.57,126.57,    ,181.14,0.25,0.25,    ,0.08,1,4,"2,100.00",483.56,524.43,0,12
C10288,32.12,0.27,380.89,380.89,    ,    ,0.08,0.08,    ,    ,    ,1,"5,700.00",    ,,0,12
C10289,"1,473.50",1,414,    ,414,    ,0.75,    ,0.67,    ,    ,9,"10,500.00","5,863.94",570.25,0.5,12
C10290,"1,504.83",1,"2,010.00",630,"1,380.00","1,189.29",1,0.17,1,0.08,1,14,"8,500.00",859.83,479.83,0,12
C10291,"7,645.11",1,"4,693.15","4,332.65",360.5,    ,0.5,0.42,0.33,    ,    ,12,"13,500.00","4,786.65","1,741.16",0,12
C10292,"1,129.34",1,498.96,    ,498.96,72.26,1,    ,1,0.08,1,12,"1,000.00",829.51,"1,623.39",0,12
C10293,668.96,1,224.2,148.12,76.08,    ,0.58,0.08,0.42,    ,    ,9,"9,500.00",568.34,272.27,0,12
C10294,"2,302.18",1,"2,856.57",922.84,"1,933.73",    ,1,0.25,1,    ,    ,62,"2,500.00","2,914.42","2,173.68",0,12
C10295,272.71,0.82,    ,    ,    ,682.16,    ,    ,    ,0.08,2,    ,"3,000.00","2,755.88",144.62,0.181818,12
C10296,"4,246.43",1,    ,    ,    ,"9,270.41",    ,    ,    ,0.67,16,    ,"7,000.00","6,010.53","1,793.26",0.083333,12
C10297,"2,420.76",1,    ,    ,    ,567.23,    ,    ,    ,0.08,2,    ,"3,000.00",871.71,609.21,0,12
C10298,"2,935.32",1,409.63,351.87,57.76,"1,876.24",0.58,0.58,0.08,0.25,4,12,"5,000.00",580.14,"1,114.59",0,12
C10299,83.15,0.64,843.34,843.34,    ,    ,0.5,0.5,    ,    ,    ,17,"6,500.00","1,024.27",122.85,0.5,12
C10300,"5,469.85",1,    ,    ,    ,512.79,    ,    ,    ,0.17,3,    ,"6,000.00","1,362.97","2,019.03",0,12
C10301,280.14,1,"2,236.49",758.52,"1,477.97",    ,1,1,0.67,    ,    ,34,"10,000.00","1,986.84",233.61,1,12
C10302,"5,790.93",1,464.51,399.41,65.1,"2,516.73",0.42,0.25,0.17,0.17,6,10,"6,000.00","1,515.59","2,092.92",0,12
C10303,"3,605.71",1,"1,779.00","1,779.00",    ,    ,0.17,0.17,    ,    ,    ,2,"5,000.00",856.06,761.01,0,12
C10304,"3,992.26",1,    ,    ,    ,348.83,    ,    ,    ,0.58,9,    ,"4,000.00","1,057.68","1,229.82",0,12
C10305,41.83,1,456.36,    ,456.36,    ,1,    ,0.92,    ,    ,14,"6,000.00",371,163.29,0.333333,12
C10306,635.09,0.82,"5,758.71","2,252.37","3,506.34",    ,0.75,0.25,0.75,    ,    ,48,"2,900.00","7,943.57",197.42,1,12
C10307,"1,521.17",1,245.98,245.98,    ,"2,792.68",0.17,0.17,    ,0.25,3,2,"6,000.00","2,261.52",388.26,0,12
C10308,"5,547.09",1,    ,    ,    ,"3,298.96",    ,    ,    ,0.08,2,    ,"12,000.00","1,786.14","1,352.00",0,12
C10309,"2,503.11",1,733.9,733.9,    ,    ,1,1,    ,    ,    ,13,"3,000.00","1,620.19",857.54,0,12
C10310,191.45,1,"1,641.07","1,641.07",    ,380.97,0.67,0.67,    ,0.08,1,15,500,"1,583.92",137.05,0.636364,12
C10311,"3,621.70",1,674.73,674.73,    ,"1,684.96",0.25,0.25,    ,0.17,8,12,"4,000.00","1,139.06","1,403.48",0,12
C10312,"2,762.48",1,"2,702.47","1,526.31","1,176.16",    ,1,0.25,1,    ,    ,27,"11,000.00","7,596.77","1,013.09",0.083333,12
C10313,"4,338.61",1,    ,    ,    ,"1,817.57",    ,    ,    ,0.08,4,    ,"8,000.00","8,019.80",964.12,0,12
C10314,388.87,0.73,"1,579.15","1,462.35",116.8,    ,0.58,0.5,0.25,    ,    ,15,"2,700.00",451.6,199.96,0,12
C10315,"9,261.31",1,    ,    ,    ,"8,603.05",    ,    ,    ,0.42,10,    ,"11,000.00","1,933.41","2,576.55",0,12
C10316,208.13,1,"2,161.38",451.5,"1,709.88",    ,1,0.17,1,    ,    ,41,"4,500.00","2,059.88",165.05,1,12
C10317,169.09,1,"1,482.19",446.07,"1,036.12",    ,1,0.58,0.67,    ,    ,26,"6,000.00","1,289.57",173.69,0.666667,12
C10318,133.91,1,"1,446.05",544.45,901.6,    ,1,0.08,1,    ,    ,16,"3,500.00","1,364.12",186.24,0.833333,12
C10319,"1,613.35",0.91,    ,    ,    ,"1,606.32",    ,    ,    ,0.18,3,    ,"4,500.00",312.43,648.14,0,11
C10320,566.91,1,397.06,303.7,93.36,    ,0.67,0.17,0.58,    ,    ,12,"2,100.00",    ,,0,12
C10321,53.21,1,498.17,459.02,39.15,    ,0.92,0.92,0.08,    ,    ,14,"15,000.00",611.61,162.94,0.909091,12
C10322,"1,329.97",1,"2,009.12","1,296.68",712.44,"1,763.79",1,1,1,0.25,10,36,"2,500.00","2,715.97",956.33,0,12
C10323,515.9,1,"5,359.02","2,399.78","2,959.24",    ,1,1,1,    ,    ,60,"6,000.00",    ,,0,12
C10324,927.04,1,    ,    ,    ,402.97,    ,    ,    ,0.33,5,    ,"1,000.00",719.97,339.55,0,12
C10325,"1,872.77",1,    ,    ,    ,"3,394.51",    ,    ,    ,0.17,3,    ,"5,500.00","1,151.72",627.02,0,12
C10326,185.4,1,    ,    ,    ,842.46,    ,    ,    ,0.36,7,    ,"1,000.00",117.54,137.69,0,11
C10327,"4,823.82",0.86,    ,    ,    ,"6,481.30",    ,    ,    ,0.14,4,    ,"7,000.00",863.62,"1,148.63",0,7
C10328,994.11,1,126.2,126.2,    ,    ,0.83,0.83,    ,    ,    ,10,"1,950.00",314.3,417.29,0,12
C10329,40.09,1,225,    ,225,    ,1,    ,1,    ,    ,12,"1,500.00",325.58,286.12,0.166667,12
C10330,0.48,0.09,734.97,159,575.97,    ,0.83,0.08,0.75,    ,    ,16,"6,000.00","1,159.14",,0,12
C10331,"4,732.37",1,14.95,    ,14.95,"2,173.36",0.08,    ,0.08,0.42,11,1,"5,700.00","1,289.28","1,172.29",0,12
C10332,"9,206.81",1,874.98,350,524.98,"4,653.69",0.75,0.08,0.67,0.33,9,16,"12,500.00","2,055.10","2,199.08",0,12
C10333,"6,719.38",1,    ,    ,    ,"2,443.26",    ,    ,    ,0.33,7,    ,"7,500.00","1,493.09","2,488.98",0,12
C10334,"2,233.07",1,445.2,445.2,    ,    ,0.17,0.17,    ,    ,    ,4,"8,000.00","1,042.99",579.59,0,12
C10335,"1,867.65",1,    ,    ,    ,"3,264.57",    ,    ,    ,0.67,9,    ,"4,500.00",476.16,401.97,0,12
C10336,57.84,1,689.34,    ,689.34,    ,1,    ,1,    ,    ,24,"1,500.00",453.84,148.28,0.333333,12
C10337,"4,194.03",0.73,"2,006.87",420.6,"1,586.27",    ,0.67,0.08,0.67,    ,    ,26,"21,000.00","19,714.10","1,479.31",0.1,12
C10338,"2,459.86",1,678,678,    ,927.25,1,1,    ,0.25,4,12,"2,500.00","1,926.32","1,933.17",0,12
C10339,850.63,1,0.05,0.05,    ,"1,700.63",0.08,0.08,    ,0.33,7,1,"1,000.00","1,084.28",367.41,0,12
C10340,353.2,1,"3,085.69","3,032.97",52.72,    ,1,1,0.08,    ,    ,21,"8,500.00","2,690.53",192.67,1,12
C10341,"2,669.16",1,    ,    ,    ,142.14,    ,    ,    ,0.17,2,    ,"3,000.00",642.78,"1,122.08",0,12
C10342,92.44,0.91,"1,080.00","1,080.00",    ,    ,0.75,0.75,    ,    ,    ,12,"6,000.00","1,077.06",169.01,1,12
C10343,706.68,1,"2,721.16","2,417.41",303.75,    ,1,0.5,1,    ,    ,32,"6,500.00","4,952.90",280.82,0.083333,12
C10344,361.32,1,"3,095.96","1,383.56","1,712.40",    ,1,0.92,0.83,    ,    ,32,"14,000.00","4,003.78",197.19,0.583333,12
C10345,"2,324.09",0.91,    ,    ,    ,"1,600.76",    ,    ,    ,0.91,13,    ,"2,300.00","2,147.89","2,077.87",0,11
C10346,"2,922.49",1,71.07,    ,71.07,"3,595.16",0.25,    ,0.17,0.17,9,3,"9,500.00","9,226.75",797.25,0,12
C10347,98.36,0.18,65,    ,65,    ,0.17,    ,0.17,    ,    ,2,"1,200.00",718.79,53.66,0,12
C10348,498.21,1,"4,786.61","4,397.64",388.97,    ,0.92,0.83,0.5,    ,    ,61,"9,000.00","3,805.67",163.46,1,12
C10349,16.93,0.45,174.42,    ,174.42,    ,0.33,    ,0.25,    ,    ,5,"2,500.00",347.09,149.3,0.75,12
C10350,"3,355.63",1,242.88,    ,242.88,    ,1,    ,1,    ,    ,12,"13,500.00","6,084.12",890.64,0.090909,12
C10351,907.98,1,216.94,216.94,    ,"1,012.00",0.17,0.17,    ,0.17,5,3,"3,200.00",222.02,300.21,0,12
C10352,"1,132.39",0.45,"2,246.30","2,246.30",    ,"14,048.07",0.33,0.33,    ,0.42,20,8,"6,000.00","32,048.61",406.79,0.8,12
C10353,"1,254.67",1,361.73,361.73,    ,198.69,0.17,0.17,    ,0.08,1,2,"1,500.00",535.61,432.69,0,12
C10354,80.34,0.6,330,330,    ,    ,0.1,0.1,    ,    ,    ,1,"1,800.00",345.33,85.3,0,10
C10355,260.84,1,"2,854.11","1,797.96","1,056.15",    ,1,0.83,0.92,    ,    ,51,"9,500.00","2,437.33",176.28,1,12
C10356,17.36,0.45,390,90,300,    ,0.5,0.08,0.5,    ,    ,7,"2,000.00",302.45,74.67,0,12
C10357,"1,897.67",1,422.18,422.18,    ,    ,1,1,    ,    ,    ,12,"5,500.00","2,961.63",440.31,0,12
C10358,"1,032.24",1,"1,005.52",464.5,541.02,    ,1,0.5,0.83,    ,    ,33,"3,000.00","1,866.27",237.33,0,12
C10359,"3,536.60",1,"2,132.93",959.1,"1,173.83","5,340.02",1,0.33,1,0.75,20,74,"11,000.00","8,251.15",834.03,0,12
C10360,21.58,0.91,284.72,    ,284.72,    ,0.67,    ,0.67,    ,    ,16,"5,000.00",344.16,155.79,0.8,12
C10361,"4,211.54",1,    ,    ,    ,455.58,    ,    ,    ,0.08,1,    ,"10,500.00","1,288.29","1,164.18",0,12
C10362,"1,732.72",1,"3,244.16","2,480.85",763.31,    ,1,0.67,0.5,    ,    ,29,"11,500.00","5,674.19",563.83,0,12
C10364,"8,939.46",1,"2,490.17",905.17,"1,585.00","5,309.95",0.5,0.17,0.42,0.5,11,8,"9,500.00","3,957.02","4,951.59",0,12
C10365,36.57,0.09,"1,098.31","1,098.31",    ,    ,0.08,0.08,    ,    ,    ,1,"4,800.00",    ,,0,12
C10366,41.75,0.18,636.15,636.15,    ,    ,0.17,0.17,    ,    ,    ,5,"8,500.00",918.41,57.15,0.181818,12
C10367,"1,937.25",1,"3,018.93","1,702.62","1,316.31",    ,1,1,1,    ,    ,99,"5,000.00","3,909.84",444.12,0.166667,12
C10368,99.96,1,"1,222.97",202.97,"1,020.00",    ,1,0.25,1,    ,    ,16,"19,500.00","1,142.08",185.66,1,12
C10369,"5,135.60",1,110.18,    ,110.18,"6,552.00",0.33,    ,0.33,0.33,17,4,"6,000.00","1,717.00","2,463.47",0,12
C10370,214.9,0.64,    ,    ,    ,"1,192.02",    ,    ,    ,0.08,1,    ,"3,000.00","2,298.90",214.26,0.2,12
C10371,"1,543.29",1,    ,    ,    ,36.48,    ,    ,    ,0.08,1,    ,"1,800.00",548.59,529.34,0,12
C10372,601.92,1,983.77,603.77,380,    ,0.67,0.42,0.25,    ,    ,15,"2,400.00",389.41,219.47,0,12
C10373,"1,261.06",1,    ,    ,    ,474.43,    ,    ,    ,0.25,3,    ,"1,500.00",866.87,354.38,0,12
C10374,85.29,0.75,423.24,287,136.24,    ,0.63,0.38,0.38,    ,    ,9,"11,000.00",296.02,134.45,0,8
C10375,"1,903.69",1,"6,079.50","4,719.50","1,360.00","10,227.23",0.92,0.25,0.67,0.25,22,31,"7,300.00","18,552.39",762.26,0.416667,12
C10376,813.07,1,439.38,439.38,    ,727.66,0.08,0.08,    ,0.25,8,2,"1,200.00",238,265.71,0,12
C10377,"1,279.33",1,"1,207.25",    ,"1,207.25",    ,1,    ,1,    ,    ,59,"1,200.00","1,282.71","1,300.60",0,12
C10378,237.67,1,259.13,259.13,    ,    ,0.08,0.08,    ,    ,    ,1,"2,300.00","2,680.64","2,503.37",0.25,12
C10379,"5,747.76",1,"1,627.69",    ,"1,627.69",    ,1,    ,1,    ,    ,49,"5,500.00","2,507.70","7,490.45",0,12
C10380,"7,760.94",1,    ,    ,    ,"3,423.09",    ,    ,    ,0.5,10,    ,"8,000.00","2,845.01","2,459.74",0,12
C10381,"6,388.11",1,    ,    ,    ,"3,768.70",    ,    ,    ,0.25,3,    ,"8,000.00","10,973.15","2,384.82",0.083333,12
C10382,426.37,1,"5,749.96","5,439.96",310,    ,1,1,0.25,    ,    ,50,"12,000.00","5,711.54",202.73,0.833333,12
C10383,"8,806.87",1,"1,490.94",0.02,"1,490.92","2,813.06",1,0.17,1,0.17,4,25,"9,000.00","2,116.66","3,598.72",0,12
C10384,282.93,0.18,    ,    ,    ,"2,333.15",    ,    ,    ,0.08,1,    ,"3,000.00",    ,,0,12
C10385,"1,128.23",1,"5,068.88","3,529.88","1,539.00",    ,1,1,1,    ,    ,76,"4,500.00","3,904.57",373.93,0.083333,12
C10386,"2,045.54",1,"1,067.28",    ,"1,067.28",    ,1,    ,1,    ,    ,30,"2,000.00","2,021.78","3,073.42",0,12
C10387,8.52,0.55,64.12,64.12,    ,    ,0.17,0.17,    ,    ,    ,2,"7,000.00",176.6,76.46,0,12
C10388,"11,278.95",1,"6,855.59","2,762.92","4,092.67",    ,0.92,0.75,0.83,    ,    ,39,"18,500.00","4,868.09","2,861.89",0,12
C10389,143.44,0.64,"1,631.00",    ,"1,631.00",    ,0.58,    ,0.58,    ,    ,7,"2,500.00","2,550.80",157.27,1,12
C10390,241.22,0.91,180.91,180.91,    ,    ,0.17,0.17,    ,    ,    ,6,"1,400.00",802.86,220.46,0,12
C10391,"1,528.57",1,    ,    ,    ,172.93,    ,    ,    ,0.17,2,    ,"1,600.00",353.58,559.03,0,12
C10392,"12,474.73",1,136.88,    ,136.88,515.15,0.17,    ,0.17,0.17,2,2,"14,000.00","3,519.01","3,430.63",0,12
C10393,566.15,1,    ,    ,    ,187.57,    ,    ,    ,0.08,1,    ,"2,000.00","1,177.66",190.37,0,12
C10395,"1,077.61",0.73,343.21,343.21,    ,"1,609.90",0.25,0.25,    ,0.33,8,4,"1,500.00",930.33,"3,245.69",0,12
C10396,1.84,0.27,16.5,16.5,    ,    ,0.08,0.08,    ,    ,    ,1,"6,000.00",57.6,67.19,0,12
C10397,507.14,1,"5,708.18","4,584.78","1,123.40",    ,1,0.75,0.75,    ,    ,47,"4,000.00","5,589.95",232.13,1,12
C10398,816.82,0.3,42.3,42.3,    ,"3,967.71",0.1,0.1,    ,0.2,5,1,"6,000.00",361.85,645.32,0,10
C10399,"1,526.51",1,46.67,46.67,    ,    ,0.08,0.08,    ,    ,    ,1,"1,800.00",338.41,642.55,0,12
C10400,"7,957.02",1,    ,    ,    ,"4,909.94",    ,    ,    ,0.25,4,    ,"9,000.00",677.14,"27,631.45",0,12
C10402,79.19,1,699.12,    ,699.12,    ,1,    ,1,    ,    ,24,"2,500.00",697.98,183.86,0.583333,12
C10403,497.91,1,245.39,    ,245.39,    ,0.58,    ,0.5,    ,    ,7,"4,000.00",328.8,165.31,0,12
C10404,681.96,1,98,98,    ,    ,0.17,0.17,    ,    ,    ,2,"4,000.00",192.37,221.38,0,12
C10405,"1,535.25",1,857.36,857.36,    ,    ,1,1,    ,    ,    ,13,"6,550.00","3,239.63",411.87,0.083333,12
C10406,"1,508.51",0.82,"2,747.12","1,247.12","1,500.00",246.05,0.25,0.08,0.17,0.08,1,4,"5,000.00","4,730.37",481.56,0.1,12
C10407,"11,209.37",1,"11,147.33","1,137.40","10,009.93","2,728.58",1,0.25,1,0.17,8,126,"11,000.00","7,932.77","17,494.91",0,12
C10408,201.35,1,600,    ,600,    ,0.5,    ,0.42,    ,    ,6,"1,000.00",249.07,184.78,0,12
C10409,"2,502.26",1,    ,    ,    ,"2,368.87",    ,    ,    ,0.08,2,    ,"10,000.00",541.31,724.96,0,12
C10410,"4,543.79",1,255.12,5,250.12,    ,0.67,0.25,0.5,    ,    ,11,"8,500.00","1,703.33","1,121.51",0,12
C10411,918.34,1,"1,221.53","1,180.00",41.53,"1,078.79",0.33,0.17,0.17,0.17,7,2,"1,200.00","1,421.04",106.04,0.25,6
C10412,"5,066.74",1,    ,    ,    ,"1,974.50",    ,    ,    ,0.25,6,    ,"13,000.00","1,336.02","1,606.96",0,12
